timestamp;channel1;channel2;channel3;channel4;channel5;channel6;period1;
93800;53.2;21.6;33.4;50.3;52.2;-10.0;6997;
93820;53.6;20.7;34.7;50.3;52.2;-10.0;6994;
93840;53.4;21.6;33.5;50.3;52.1;-10.0;6996;
93860;54.0;21.5;33.3;50.2;52.0;-10.0;7006;
93880;53.7;20.7;34.7;50.2;51.9;-10.0;6997;
93900;53.4;20.7;33.7;51.2;51.2;-10.0;6997;
93920;53.4;20.6;34.7;52.3;51.2;-10.0;6994;
93940;54.0;20.8;33.1;53.2;52.2;-10.0;7002;
93960;54.1;21.5;33.5;52.8;52.8;-10.0;7005;
93980;53.8;21.5;31.1;53.1;52.1;-10.0;7001;
94000;53.5;20.7;30.4;52.7;51.8;-10.0;7002;
94020;53.5;21.5;28.9;52.9;52.0;-10.0;7001;
94040;53.2;21.6;28.6;52.2;52.2;-10.0;6999;
94060;53.2;21.6;27.7;53.1;52.1;-10.0;7007;
94080;53.5;21.9;25.7;54.0;51.9;-10.0;7003;
94100;53.1;20.7;25.4;54.1;52.1;-10.0;6998;
94120;54.0;20.6;25.6;53.3;51.2;-10.0;6998;
94140;54.2;21.4;25.7;53.5;51.8;-10.0;6998;
94160;54.0;21.6;27.3;53.8;52.0;-10.0;7006;
94180;54.2;21.6;29.4;54.4;51.4;-10.0;7008;
94200;53.4;21.5;32.1;55.0;52.1;-10.0;7006;
94220;54.1;21.0;34.2;54.4;52.7;-10.0;7004;
94240;54.0;21.7;34.3;53.5;52.7;-10.0;7004;
94260;53.4;21.2;33.5;53.9;51.1;-10.0;7001;
94280;53.4;21.5;34.4;53.6;51.8;-10.0;7005;
94300;53.4;21.2;33.5;53.7;51.9;-10.0;7002;
94320;53.5;21.6;33.7;53.1;52.0;-10.0;6999;
94340;53.4;20.7;34.7;52.2;52.2;-10.0;6996;
94360;53.5;21.8;33.8;52.2;52.1;-10.0;7002;
94380;53.9;21.5;33.9;51.2;52.3;-10.0;7003;
94400;53.3;20.7;33.2;51.3;51.2;-10.0;7004;
94420;53.5;21.2;34.5;50.9;52.7;-10.0;6997;
94440;53.4;20.6;37.4;51.8;51.7;-10.0;6998;
94460;53.5;20.6;36.4;50.6;51.6;-10.0;7000;
94480;54.4;21.6;37.3;51.3;52.1;-10.0;7000;
94500;53.6;21.6;36.8;50.9;52.7;-10.0;6994;
94720;53.5;20.5;46.2;52.9;51.9;-10.0;6993;
94740;53.8;20.7;46.0;53.0;52.1;-10.0;6996;
94760;53.1;20.7;46.3;52.1;52.1;-10.0;7001;
94780;53.8;21.1;50.0;53.2;52.2;-10.0;6996;
94800;53.1;20.5;52.1;53.0;50.9;-10.0;7001;
94820;54.1;21.2;51.0;52.8;52.8;-10.0;7003;
94840;54.2;21.2;52.1;53.6;51.8;-10.0;7009;
94860;53.3;21.5;51.4;52.7;51.8;-10.0;6991;
94880;53.1;20.6;51.3;51.5;51.5;-10.0;6998;
94900;53.4;20.7;51.5;50.2;51.2;-10.0;6999;
94920;53.2;22.3;54.2;49.8;52.6;-10.0;6993;
94940;54.4;21.3;58.0;50.3;52.2;-10.0;7006;
94960;53.4;20.7;62.7;50.3;51.2;-10.0;7003;
94980;53.2;21.4;69.4;50.2;51.9;-10.0;6997;
95000;53.7;21.7;78.2;50.2;51.9;-10.0;7000;
95020;53.0;21.6;89.7;51.5;52.6;-10.0;6992;
95040;53.1;20.7;93.2;51.0;50.9;-10.0;6996;
95060;53.7;21.4;93.6;51.1;52.1;-10.0;7004;
95080;53.3;21.3;94.2;50.0;51.9;-10.0;6998;
95100;53.3;21.2;94.0;50.0;51.9;-10.0;7000;
95120;54.4;21.2;94.1;50.0;51.7;-10.0;6998;
95140;53.4;20.7;94.0;50.3;51.9;-10.0;6999;
95160;53.1;20.6;94.8;50.2;52.1;-10.0;7004;
95180;53.0;21.6;94.6;50.2;52.1;-10.0;6992;
95200;53.0;21.4;93.8;49.1;51.1;-10.0;7001;
95220;53.2;20.5;93.9;49.1;52.0;-10.0;6996;
95240;52.9;20.7;94.7;48.1;51.7;-10.0;7003;
95260;53.9;20.5;94.7;48.5;51.9;-10.0;6996;
95280;53.3;21.2;94.0;47.6;51.8;-10.0;6995;
95300;53.1;20.7;93.8;48.0;51.9;-10.0;6997;
95320;53.0;21.6;94.6;50.3;52.2;-10.0;6998;
95340;53.4;21.7;94.2;50.3;52.2;-10.0;7000;
95360;53.4;21.4;93.2;50.1;51.1;-10.0;6998;
95380;54.4;21.2;94.1;50.3;52.2;-10.0;7008;
95400;53.4;21.2;94.1;49.4;51.9;-10.0;6996;
95420;53.4;21.5;94.5;49.1;51.6;-10.0;6995;
95440;54.3;21.6;94.2;48.3;51.2;-10.0;7002;
95460;53.4;21.6;94.4;48.6;51.3;-10.0;7000;
95480;53.5;21.1;93.9;48.4;51.9;-10.0;7001;
95500;53.5;21.0;94.1;47.5;51.9;-10.0;7001;
95640;73.8;21.5;94.5;49.6;52.5;-10.0;6992;
95660;69.0;23.6;93.8;50.1;52.0;-10.0;7003;
95680;71.0;32.1;93.6;50.2;51.9;-10.0;7003;
95700;73.1;27.7;93.9;49.4;51.9;-10.0;7001;
95720;70.6;20.6;93.5;50.3;52.2;-10.0;6996;
95740;63.6;19.8;94.4;49.1;50.7;-10.0;7003;
95760;57.1;15.5;93.2;48.3;51.1;-10.0;7001;
95780;57.1;-4.4;93.2;48.1;51.7;-10.0;7002;
95800;57.4;-4.3;94.3;48.1;51.9;-10.0;7007;
95820;60.2;-4.6;94.2;49.4;51.9;-10.0;7003;
95840;59.6;-4.3;93.6;49.2;51.7;-10.0;7007;
95860;57.7;0.9;94.4;48.9;51.7;-10.0;6992;
95880;56.2;9.0;93.6;48.7;52.6;-10.0;7003;
95900;55.2;14.5;94.1;48.2;52.2;-10.0;7007;
95920;55.1;20.5;94.0;47.2;52.0;-10.0;6997;
95940;54.6;21.6;93.7;45.2;51.2;-10.0;7008;
95960;54.4;21.2;94.1;45.8;51.7;-10.0;6995;
95980;54.3;21.4;93.8;45.8;51.8;-10.0;7001;
96000;54.0;21.6;93.8;45.8;51.6;-10.0;7004;
96020;54.3;21.6;94.2;46.2;52.0;-10.0;7005;
96040;54.7;19.6;93.8;46.2;52.2;-10.0;6998;
96060;54.1;8.8;93.9;47.2;51.8;-10.0;6998;
96080;51.9;-4.3;94.6;48.2;52.1;-10.0;7008;
96100;44.3;-5.3;93.2;50.3;51.9;-10.0;7004;
96120;40.9;-4.3;94.8;50.2;51.9;-10.0;6996;
96140;40.6;-4.5;94.0;49.6;52.5;-10.0;6996;
96160;40.1;-4.5;92.4;51.0;51.9;-10.0;7006;
96180;40.4;-4.0;89.7;50.2;51.1;-10.0;7005;
96200;39.6;-5.5;90.0;50.0;51.9;-10.0;6993;
96220;40.0;-4.4;93.7;50.0;51.9;-10.0;7008;
96240;40.4;-4.6;94.4;51.1;51.9;-10.0;7004;
96260;39.3;-5.1;94.6;50.2;51.9;-10.0;6997;
96280;41.1;-4.5;93.6;50.2;52.1;-10.0;7008;
96300;42.7;-4.5;94.0;50.3;51.2;-10.0;7002;
96320;44.7;-4.8;94.0;50.1;52.0;-10.0;7001;
96340;45.4;-4.4;93.8;51.0;51.9;-10.0;7005;
96360;47.0;-4.7;93.3;51.1;52.0;-10.0;6998;
96380;49.2;-4.7;93.7;51.0;51.7;-10.0;7003;
96400;49.1;-5.2;93.3;50.9;51.8;-10.0;7002;
96420;50.6;-4.5;93.9;49.5;51.3;-10.0;7001;
96440;53.3;-4.6;93.6;50.6;52.3;-10.0;7007;
96460;54.3;-4.8;94.1;50.5;52.1;-10.0;6998;
96480;56.0;-4.6;94.4;50.3;51.9;-10.0;6993;
96500;59.2;-4.4;93.9;51.1;51.9;-10.0;7000;
96660;76.9;-5.5;94.3;85.0;51.8;-10.0;6994;
96680;76.2;-5.2;94.7;92.2;51.8;-10.0;6997;
96700;76.9;-4.5;93.8;91.6;51.6;-10.0;7001;
96720;76.8;-4.6;94.5;91.4;51.2;-10.0;7004;
96740;77.5;-4.7;93.7;91.4;51.1;-10.0;7002;
96760;76.3;-3.2;94.5;92.2;52.1;-10.0;6990;
96780;77.3;-2.5;94.3;91.7;52.4;-10.0;7007;
96800;76.9;-4.4;93.0;92.0;52.0;-10.0;6993;
96820;77.2;-3.2;93.7;91.8;51.9;-10.0;7006;
96840;76.9;-3.6;93.8;91.8;52.8;-10.0;6999;
96860;76.9;-3.6;93.3;91.0;51.1;-10.0;6996;
96880;77.4;-2.8;94.2;91.8;52.3;-10.0;7006;
96900;77.5;-3.3;93.5;92.3;51.9;-10.0;7004;
96920;76.9;-3.7;93.9;91.8;50.8;-10.0;7007;
96940;76.9;-4.4;93.0;91.8;51.8;-10.0;6996;
96960;76.3;-4.3;94.6;92.3;51.8;-10.0;6998;
96980;76.9;-3.7;93.9;92.1;51.8;-10.0;7006;
97000;77.0;-3.6;94.3;91.2;50.8;-10.0;7007;
97020;77.0;-4.5;93.9;92.7;52.4;-10.0;7001;
97040;76.0;-4.6;94.1;92.2;52.1;-10.0;7001;
97060;73.5;-3.7;94.3;92.0;52.4;-10.0;7003;
97080;67.0;-2.3;93.4;90.1;51.8;-10.0;6996;
97100;60.4;3.9;93.4;78.5;52.0;-10.0;7000;
97120;56.2;8.1;94.4;72.3;52.3;-10.0;6995;
97140;52.3;28.8;94.8;69.9;51.2;-10.0;6993;
97160;53.2;15.3;94.1;67.7;50.9;-10.0;6996;
97180;54.0;19.4;93.9;67.1;52.1;-10.0;7003;
97200;53.4;24.8;93.8;68.1;51.9;-10.0;7000;
97220;54.3;21.5;94.2;70.5;52.7;-10.0;7006;
97240;54.3;21.4;94.2;75.9;52.0;-10.0;7004;
97260;54.3;21.6;94.1;80.3;51.4;-10.0;7001;
97280;53.1;20.6;94.3;83.9;52.1;-10.0;6999;
97300;53.5;21.3;94.3;88.5;52.1;-10.0;7002;
97320;54.2;21.5;94.1;91.3;51.8;-10.0;6992;
97340;57.2;22.4;94.0;92.2;53.2;-10.0;7009;
97360;59.9;22.4;93.9;91.8;51.8;-10.0;6999;
97380;62.0;22.5;94.5;92.0;52.0;-10.0;6991;
97400;63.6;21.5;94.2;91.6;52.1;-10.0;6996;
97420;66.3;21.5;93.6;91.3;51.1;-10.0;6997;
97440;68.0;22.5;93.7;92.0;51.9;-10.0;7000;
97460;68.4;25.5;94.1;92.0;51.9;-10.0;6996;
97480;68.2;27.8;93.6;91.8;52.6;-10.0;6998;
97500;69.0;28.8;94.6;91.8;51.7;-10.0;6995;
97640;66.8;31.4;72.5;89.5;52.0;-10.0;7006;
97660;64.8;30.8;70.5;86.1;51.8;-10.0;6993;
97680;63.1;31.5;67.1;82.2;51.2;-10.0;7003;
97700;61.2;30.5;64.6;79.2;52.2;-10.0;7001;
97720;61.0;27.9;61.8;76.5;51.2;-10.0;7006;
97740;59.7;25.6;59.5;76.4;52.1;-10.0;7002;
97760;58.5;24.4;57.2;74.4;51.1;-10.0;7001;
97780;57.7;23.6;54.5;73.9;51.8;-10.0;7004;
97800;58.3;24.7;53.3;72.2;52.0;-10.0;7008;
97820;57.3;25.2;51.4;69.5;52.5;-10.0;6996;
97840;58.3;26.0;50.5;69.2;51.9;-10.0;6996;
97860;58.1;27.1;49.7;68.9;52.2;-10.0;7001;
97880;58.3;26.7;49.8;68.2;52.1;-10.0;7000;
97900;59.0;28.0;48.7;67.8;52.6;-10.0;7005;
97920;60.0;29.0;48.5;68.9;51.8;-10.0;7001;
97940;60.9;28.6;49.3;70.6;51.8;-10.0;7005;
97960;60.0;27.9;48.8;70.9;51.9;-10.0;6998;
97980;59.2;28.8;48.8;71.1;51.9;-10.0;6998;
98000;58.2;28.3;49.4;69.0;51.2;-10.0;6998;
98020;57.6;27.8;47.8;67.8;52.4;-10.0;7004;
98040;58.1;28.6;49.3;66.1;51.8;-10.0;7005;
98060;57.4;27.9;46.9;65.6;51.9;-10.0;7002;
98080;57.2;27.8;45.6;63.9;51.8;-10.0;7003;
98100;57.3;27.9;43.6;63.1;52.7;-10.0;7004;
98120;56.4;28.8;41.9;60.6;52.2;-10.0;7006;
98140;54.8;29.2;41.2;60.1;52.7;-10.0;6998;
98160;54.3;29.5;41.8;60.5;52.1;-10.0;7002;
98180;54.0;28.0;41.4;60.8;51.9;-10.0;7005;
98200;54.1;27.6;41.9;60.3;51.8;-10.0;6994;
98220;54.3;26.7;41.9;59.3;51.8;-10.0;6998;
98240;53.7;27.0;41.9;56.7;52.0;-10.0;6997;
98260;54.8;26.1;41.0;56.8;52.1;-10.0;7006;
98280;53.5;25.0;42.2;56.8;52.1;-10.0;6994;
98300;54.0;25.8;42.0;55.9;51.2;-10.0;6996;
98320;54.4;27.7;38.9;55.8;51.9;-10.0;7004;
98340;54.4;30.7;37.6;56.1;51.8;-10.0;7001;
98360;53.9;32.7;35.7;54.6;51.8;-10.0;7000;
98380;53.8;34.2;35.9;54.5;52.5;-10.0;7004;
98400;53.9;36.8;36.9;54.0;51.9;-10.0;7001;
98420;54.4;41.4;36.5;53.9;51.1;-10.0;7006;
98440;53.5;46.6;36.0;54.4;51.8;-10.0;6998;
98460;53.8;52.9;37.4;53.7;51.9;-10.0;6994;
98480;53.4;60.4;36.9;53.7;52.0;-10.0;6994;
98500;54.4;62.9;36.8;53.0;52.0;-10.0;7002;
98720;55.1;62.9;36.9;52.0;52.0;-10.0;7007;
98740;54.6;62.4;36.0;51.9;51.9;-10.0;7007;
98760;54.6;62.4;36.0;52.0;51.9;-10.0;7002;
98780;54.0;62.5;37.0;51.2;52.1;-10.0;6996;
98800;54.4;62.0;35.9;50.4;52.2;-10.0;6996;
98820;54.5;62.9;36.8;50.3;51.2;-10.0;7001;
98840;54.7;63.1;36.7;50.2;52.1;-10.0;7004;
98860;54.5;63.0;37.0;50.2;52.1;-10.0;7001;
98880;53.8;63.3;36.9;51.0;51.9;-10.0;6992;
98900;54.6;62.4;36.0;50.1;51.7;-10.0;7000;
98920;54.6;62.4;36.0;50.3;51.2;-10.0;7005;
98940;54.4;62.0;36.8;50.2;52.1;-10.0;7005;
98960;53.5;60.4;36.9;50.2;52.1;-10.0;6994;
98980;53.7;58.5;37.2;51.1;52.0;-10.0;6995;
99000;55.2;56.2;37.1;51.0;51.9;-10.0;7003;
99020;54.6;54.6;36.0;51.1;52.0;-10.0;6998;
99040;53.9;55.1;36.0;50.2;51.9;-10.0;6997;
99060;55.2;55.3;37.1;50.4;52.5;-10.0;7008;
99080;54.4;55.2;36.9;50.2;52.3;-10.0;7002;
99100;54.4;55.2;36.8;50.1;51.1;-10.0;7002;
99120;54.2;54.2;37.0;51.0;51.8;-10.0;6998;
99140;54.4;51.4;37.8;50.0;51.9;-10.0;7001;
99160;55.2;48.7;39.0;50.0;51.8;-10.0;7008;
99180;54.5;44.1;39.1;50.0;51.7;-10.0;6998;
99200;54.3;42.1;39.1;50.3;52.2;-10.0;6997;
99220;55.0;41.3;39.6;50.5;52.3;-10.0;7007;
99240;54.1;40.5;38.6;50.0;51.9;-10.0;7001;
99260;54.1;40.0;40.0;50.1;52.0;-10.0;6997;
99280;54.2;40.2;39.2;49.7;52.6;-10.0;7002;
99300;54.1;37.2;39.3;50.1;52.0;-10.0;6997;
99320;54.2;35.1;39.1;50.0;51.7;-10.0;6997;
99340;54.8;32.8;38.9;50.4;51.4;-10.0;7009;
99360;53.8;30.5;38.4;50.2;52.2;-10.0;6998;
99380;53.7;28.7;39.3;50.2;51.2;-10.0;6996;
99400;54.8;27.9;38.6;50.2;51.2;-10.0;7008;
99420;54.8;26.6;38.7;50.2;51.2;-10.0;7003;
99440;53.6;23.3;39.1;49.9;52.6;-10.0;6997;
99460;54.4;21.6;39.0;50.2;51.9;-10.0;6999;
99480;53.5;20.6;39.1;50.2;51.8;-10.0;7000;
99500;53.6;21.6;39.0;50.8;51.9;-10.0;7004;
99640;53.5;21.6;39.1;50.5;51.4;-10.0;6994;
99660;54.4;20.7;39.0;51.1;52.0;-10.0;7001;
99680;54.3;21.9;39.5;49.8;52.7;-10.0;7010;
99700;54.1;21.4;38.8;50.3;52.1;-10.0;7004;
99720;53.8;20.5;38.1;51.2;52.2;-10.0;7002;
99740;53.7;20.6;39.5;50.2;51.9;-10.0;6998;
99760;54.2;21.2;38.9;49.8;51.6;-10.0;6995;
99780;53.5;21.6;39.0;50.6;52.4;-10.0;6994;
99800;54.4;20.6;40.0;50.1;52.0;-10.0;6996;
99820;55.5;20.9;39.3;50.2;52.1;-10.0;6997;
99840;54.4;21.5;39.3;50.1;51.1;-10.0;6990;
99860;55.2;21.2;38.9;50.4;52.3;-10.0;7001;
99880;54.1;20.7;38.3;50.2;51.9;-10.0;7002;
99900;53.8;49.1;39.1;50.6;52.5;-10.0;6998;
99920;54.4;48.3;38.6;50.2;52.1;-10.0;7002;
99940;53.4;49.2;39.5;51.0;51.8;-10.0;6994;
99960;54.2;48.6;38.5;50.2;51.1;-10.0;7001;
99980;53.7;48.2;39.2;50.2;52.1;-10.0;6992;
100000;54.0;48.3;40.2;50.7;51.6;-10.0;6996;
100020;53.5;48.0;39.0;50.2;51.9;-10.0;6999;
100040;54.2;48.6;38.9;49.6;51.5;-10.0;6997;
100060;54.3;48.3;39.5;49.8;51.7;-10.0;7004;
100080;53.5;48.3;39.6;50.2;52.1;-10.0;6993;
100100;54.6;49.1;39.5;50.2;52.1;-10.0;7000;
100120;53.7;48.9;39.0;50.0;51.8;-10.0;7002;
100140;53.8;48.2;39.2;50.6;52.5;-10.0;6997;
100160;53.8;48.2;39.2;50.1;51.7;-10.0;7003;
100180;53.8;48.9;39.2;50.6;52.5;-10.0;7000;
100200;54.3;48.3;39.5;50.3;51.4;-10.0;7000;
100220;54.4;48.3;39.5;50.2;52.1;-10.0;7004;
100240;54.0;48.5;39.5;50.3;51.2;-10.0;7007;
100260;54.0;48.1;39.2;50.2;51.1;-10.0;6994;
100280;53.8;46.3;38.2;49.9;51.9;-10.0;6996;
100300;53.4;45.7;38.9;50.2;51.9;-10.0;6998;
100320;53.2;46.8;38.9;50.0;51.9;-10.0;6996;
100340;54.2;45.7;36.8;50.5;51.4;-10.0;7002;
100360;55.8;44.8;36.8;50.1;51.1;-10.0;7003;
100380;56.7;43.6;36.8;50.3;51.2;-10.0;7003;
100400;56.0;42.9;36.0;50.2;52.1;-10.0;6997;
100420;57.7;42.8;36.8;50.2;51.9;-10.0;7000;
100440;59.9;38.6;35.9;50.2;51.9;-10.0;7003;
100460;62.4;35.1;36.8;50.1;51.8;-10.0;7005;
100480;62.4;34.1;36.8;50.2;52.2;-10.0;6999;
100500;60.6;33.3;35.9;50.9;52.5;-10.0;6996;
100660;62.2;27.4;36.5;50.2;52.1;-10.0;7001;
100680;61.4;24.4;36.4;49.8;52.6;-10.0;6999;
100700;61.7;23.6;37.0;50.0;51.1;-10.0;7004;
100720;61.4;22.4;36.6;50.3;51.9;-10.0;6997;
100740;60.2;22.5;37.2;50.1;52.1;-10.0;6999;
100760;61.2;22.5;36.4;50.6;51.5;-10.0;7004;
100780;62.1;22.5;36.4;50.0;51.9;-10.0;6999;
100800;62.6;22.6;36.1;50.2;51.1;-10.0;7003;
100820;63.3;21.7;35.7;49.7;52.6;-10.0;6998;
100840;62.9;20.6;37.4;51.0;51.8;-10.0;6994;
100860;63.5;20.6;36.0;50.0;51.7;-10.0;7004;
100880;64.2;21.2;36.7;50.6;52.5;-10.0;6998;
100900;63.6;21.6;36.4;50.7;51.7;-10.0;6997;
100920;63.7;22.5;36.4;49.7;52.6;-10.0;7005;
100940;61.8;24.4;36.4;49.8;52.6;-10.0;7005;
100960;59.5;27.7;35.8;50.2;52.1;-10.0;7004;
100980;57.3;30.7;36.7;50.4;52.4;-10.0;7006;
101000;56.0;30.9;36.1;51.0;51.8;-10.0;6999;
101020;56.1;27.6;36.2;50.7;51.7;-10.0;7002;
101040;56.2;24.3;36.4;50.6;51.5;-10.0;7004;
101060;56.0;19.8;36.3;50.1;52.0;-10.0;7003;
101080;56.1;18.4;36.3;50.3;52.2;-10.0;7006;
101100;55.0;17.0;36.9;50.2;52.1;-10.0;6999;
101120;54.3;12.9;36.1;49.7;51.6;-10.0;7005;
101140;54.5;8.1;35.6;50.1;51.7;-10.0;6999;
101160;53.9;6.0;36.6;50.0;51.9;-10.0;7003;
101180;54.8;6.2;36.9;49.9;52.7;-10.0;7002;
101200;53.9;6.3;36.9;50.3;52.1;-10.0;7002;
101220;53.8;6.1;36.6;50.2;51.2;-10.0;7004;
101240;53.4;5.8;35.8;50.3;52.2;-10.0;6997;
101260;53.7;6.0;36.0;50.1;52.1;-10.0;6998;
101280;53.7;5.8;36.5;49.3;52.0;-10.0;7002;
101300;53.7;6.0;36.0;50.2;51.4;-10.0;6998;
101320;54.2;6.3;36.3;50.4;52.4;-10.0;7000;
101340;53.1;6.2;36.0;50.0;51.9;-10.0;6999;
101360;53.8;6.1;36.6;50.2;52.1;-10.0;7008;
101380;52.6;5.8;35.8;50.0;51.0;-10.0;7002;
101400;52.0;8.1;36.7;49.7;52.7;-10.0;6999;
101420;51.5;15.2;37.4;50.2;51.9;-10.0;6995;
101440;52.7;20.6;36.4;50.6;52.5;-10.0;6998;
101460;53.6;23.4;36.4;50.6;51.5;-10.0;7003;
101480;53.6;25.2;36.5;50.7;51.5;-10.0;6997;
101500;53.5;25.5;36.7;50.9;51.7;-10.0;7000;
101660;53.5;13.4;36.7;50.6;52.5;-10.0;6997;
101680;54.0;15.5;36.7;50.5;51.4;-10.0;7002;
101700;53.4;17.5;36.3;50.2;51.9;-10.0;6995;
101720;53.3;21.7;36.7;50.0;51.9;-10.0;6996;
101740;53.6;24.3;36.4;49.9;51.9;-10.0;6997;
101760;53.6;27.0;36.6;50.3;51.2;-10.0;7000;
101780;53.5;29.2;36.9;50.3;51.2;-10.0;6994;
101800;53.6;30.9;35.9;50.2;52.1;-10.0;7000;
101820;53.8;33.1;36.9;50.1;52.0;-10.0;7000;
101840;54.0;34.9;36.0;50.0;52.6;-10.0;6998;
101860;54.5;36.8;36.8;50.1;52.2;-10.0;7005;
101880;54.0;37.7;36.8;50.4;52.3;-10.0;7000;
101900;54.0;38.7;36.8;50.0;51.8;-10.0;7000;
101920;54.3;40.1;36.3;50.3;52.1;-10.0;7005;
101940;54.1;41.1;37.1;50.1;52.0;-10.0;7005;
101960;53.9;40.8;36.0;50.1;52.0;-10.0;6995;
101980;54.2;42.9;36.8;50.3;51.9;-10.0;6992;
102000;56.7;42.8;36.8;49.7;51.7;-10.0;7000;
102020;57.5;42.2;36.8;50.6;51.5;-10.0;7007;
102040;58.3;42.2;36.8;49.7;52.6;-10.0;7004;
102060;58.2;42.3;37.5;50.3;51.2;-10.0;6994;
102080;58.7;43.0;37.0;50.3;52.2;-10.0;6995;
102100;60.4;44.7;36.8;50.2;52.1;-10.0;7002;
102120;61.4;44.0;37.0;50.2;51.9;-10.0;6995;
102140;61.5;44.7;36.0;50.0;51.9;-10.0;7002;
102160;62.7;44.7;36.8;50.4;52.3;-10.0;7003;
102180;61.8;45.7;36.8;50.0;51.9;-10.0;7001;
102200;60.7;45.8;37.0;50.0;51.0;-10.0;7001;
102220;59.5;45.8;36.9;50.0;51.9;-10.0;7001;
102240;60.4;43.9;36.8;49.9;51.7;-10.0;6999;
102260;61.1;40.9;37.0;50.3;51.9;-10.0;6994;
102280;61.1;39.9;36.8;50.7;51.7;-10.0;6998;
102300;60.8;38.6;36.8;50.0;52.1;-10.0;6998;
102320;60.7;36.9;36.8;51.0;51.9;-10.0;7009;
102340;60.5;34.8;35.9;51.0;51.8;-10.0;6995;
102360;60.4;32.9;35.8;49.7;52.5;-10.0;6998;
102380;61.0;30.9;35.9;50.2;52.2;-10.0;7002;
102400;61.4;30.7;35.9;50.3;51.9;-10.0;6999;
102420;60.6;30.0;37.1;50.0;51.9;-10.0;7002;
102440;60.5;31.5;36.7;49.7;51.7;-10.0;6997;
102460;61.4;30.6;36.7;50.3;51.9;-10.0;7004;
102480;60.8;30.0;36.1;50.0;51.7;-10.0;7001;
102500;61.6;29.8;35.9;50.1;51.7;-10.0;7003;
102640;57.5;34.8;36.9;50.0;51.9;-10.0;6999;
102660;56.8;34.8;36.0;49.9;52.0;-10.0;6995;
102680;56.7;36.3;36.2;49.3;52.0;-10.0;7004;
102700;55.8;36.0;37.0;49.8;52.6;-10.0;7005;
102720;55.6;36.0;36.8;50.9;52.0;-10.0;7003;
102740;55.6;35.9;36.8;50.0;51.8;-10.0;6999;
102760;55.0;35.0;36.9;50.2;52.1;-10.0;6999;
102780;56.2;36.0;35.9;50.0;51.9;-10.0;7002;
102800;56.4;36.1;36.0;50.2;52.1;-10.0;7002;
102820;56.6;35.9;35.9;50.0;51.7;-10.0;6998;
102840;56.7;36.3;36.2;50.0;52.1;-10.0;6994;
102860;57.3;35.9;36.8;50.7;51.6;-10.0;7002;
102880;57.3;36.0;36.8;50.3;52.2;-10.0;7002;
102900;57.3;36.9;36.8;50.1;52.0;-10.0;7007;
102920;57.8;36.9;36.8;50.1;51.1;-10.0;7000;
102940;57.6;38.0;36.0;50.3;51.3;-10.0;7004;
102960;57.1;37.3;36.2;50.0;52.7;-10.0;7001;
102980;58.8;38.0;37.0;49.9;52.9;-10.0;7003;
103000;57.3;37.8;35.9;50.1;52.1;-10.0;6999;
103020;57.3;37.8;35.9;49.7;52.6;-10.0;7004;
103040;57.2;37.1;36.2;50.2;52.1;-10.0;7005;
103060;55.9;37.2;37.2;50.0;51.8;-10.0;6999;
103080;55.9;36.2;37.1;50.5;51.4;-10.0;6997;
103100;55.9;36.2;37.1;50.0;51.7;-10.0;6991;
103120;58.1;35.9;36.8;50.5;52.5;-10.0;7001;
103140;57.3;36.0;36.8;50.9;51.8;-10.0;7004;
103160;57.3;35.9;36.8;50.3;52.2;-10.0;7001;
103180;57.2;35.8;35.9;50.2;51.2;-10.0;7000;
103200;58.0;36.0;37.1;50.2;52.1;-10.0;7005;
103220;57.6;36.3;36.2;50.1;52.0;-10.0;7005;
103240;57.0;36.0;37.1;50.2;51.9;-10.0;7002;
103260;58.2;34.8;36.9;50.3;52.2;-10.0;7001;
103280;57.3;35.1;36.8;49.7;52.4;-10.0;7008;
103300;56.3;33.2;36.9;51.0;51.8;-10.0;7003;
103320;58.0;34.2;37.2;50.2;52.1;-10.0;7008;
103340;58.0;33.7;36.7;50.3;51.2;-10.0;7006;
103360;58.6;34.8;36.7;49.8;51.7;-10.0;6998;
103380;58.7;35.1;37.1;50.0;52.6;-10.0;6994;
103400;60.5;36.0;37.2;49.5;51.4;-10.0;6999;
103420;61.5;36.9;36.8;50.2;52.0;-10.0;7006;
103440;63.4;36.8;36.9;49.8;52.5;-10.0;7007;
103460;63.8;36.8;36.8;51.1;51.9;-10.0;7002;
103480;64.8;37.5;36.6;51.8;51.7;-10.0;7003;
103500;64.2;38.6;36.8;52.7;51.7;-10.0;7005;
103720;53.3;47.3;36.9;51.4;52.4;-10.0;7000;
103740;53.3;48.4;36.3;52.2;52.2;-10.0;6999;
103760;52.8;49.2;33.9;52.4;51.2;-10.0;6995;
103780;54.6;48.9;32.9;52.1;51.0;-10.0;7001;
103800;56.5;48.7;31.7;52.0;52.0;-10.0;6999;
103820;59.1;48.5;30.6;53.5;51.5;-10.0;7001;
103840;60.0;49.0;31.4;54.1;52.1;-10.0;7004;
103860;60.3;48.1;30.6;53.0;52.1;-10.0;6996;
103880;60.1;48.6;31.5;52.1;51.1;-10.0;6999;
103900;60.1;49.3;31.8;53.0;51.9;-10.0;7003;
103920;58.2;48.8;30.8;53.8;51.9;-10.0;7004;
103940;57.9;49.2;31.8;54.4;51.8;-10.0;7010;
103960;56.9;48.2;30.7;55.6;51.8;-10.0;7000;
