timestamp;channel1;channel2;channel3;channel4;channel5;channel6;period1;
58300;53.5;48.7;-4.7;50.3;52.2;-10.0;7002;
58320;53.3;48.6;-5.5;50.2;51.9;-10.0;7001;
58340;54.3;48.4;-4.2;50.0;51.7;-10.0;7000;
58360;52.6;48.9;-4.6;50.5;52.3;-10.0;6993;
58380;53.1;47.9;-4.5;50.4;52.3;-10.0;7003;
58400;53.2;48.2;-4.6;50.0;51.9;-10.0;6997;
58420;52.8;47.7;-4.2;50.1;52.0;-10.0;6997;
58440;53.6;48.4;-5.1;50.3;51.9;-10.0;6999;
58460;54.3;49.1;-4.4;50.2;51.9;-10.0;7004;
58480;54.0;48.8;-4.5;50.1;51.7;-10.0;7001;
58700;53.5;48.5;-4.2;50.3;52.3;-10.0;6999;
58720;53.6;48.8;-4.7;50.2;51.2;-10.0;7002;
58740;53.4;48.3;-4.3;50.2;51.9;-10.0;6999;
58760;53.9;48.1;-4.5;50.2;51.9;-10.0;7001;
58780;53.3;48.6;-4.7;50.4;52.3;-10.0;6998;
58800;53.1;47.9;-5.4;49.9;51.8;-10.0;7001;
58820;53.2;48.5;-4.6;50.2;52.1;-10.0;6999;
58840;53.0;48.3;-5.3;50.2;52.1;-10.0;7001;
58860;53.3;48.6;-5.5;50.0;51.9;-10.0;6997;
58880;53.4;48.8;-4.7;50.0;51.7;-10.0;6998;
58900;53.6;47.9;-4.5;50.2;51.9;-10.0;6995;
58920;53.4;48.6;-4.7;50.7;52.8;-10.0;7002;
58940;54.1;48.9;-4.6;49.9;51.9;-10.0;7001;
58960;53.3;48.4;-4.6;50.2;52.1;-10.0;6997;
58980;53.1;48.6;-5.1;50.3;52.2;-10.0;7003;
59000;53.4;48.3;-4.3;50.1;52.0;-10.0;7000;
59020;53.7;48.9;-4.3;50.3;51.9;-10.0;7005;
59040;53.2;48.5;-4.2;50.2;51.9;-10.0;6999;
59060;53.1;48.3;-4.3;50.8;51.7;-10.0;7005;
59080;53.2;48.0;-4.5;50.1;52.1;-10.0;6999;
59100;53.1;49.1;-4.5;50.1;52.0;-10.0;6995;
59120;53.9;49.1;-4.9;50.0;51.9;-10.0;7005;
59140;53.7;48.8;-4.4;50.2;51.2;-10.0;6996;
59160;53.7;48.8;-4.4;50.1;51.7;-10.0;7003;
59180;53.6;48.8;-4.7;50.1;51.7;-10.0;7001;
59200;52.9;47.9;-5.7;50.1;52.0;-10.0;6996;
59220;53.1;47.9;-4.5;49.8;52.6;-10.0;7003;
59240;53.1;48.4;-4.5;50.3;52.1;-10.0;6994;
59260;53.3;48.7;-4.0;50.2;52.1;-10.0;7001;
59280;53.8;48.0;-5.5;50.2;52.1;-10.0;6999;
59300;53.5;48.7;-4.7;50.0;51.7;-10.0;6997;
59320;53.6;47.7;-5.3;50.3;51.1;-10.0;6995;
59340;53.3;48.2;-4.5;49.9;51.9;-10.0;6999;
59360;54.0;48.8;-4.6;50.1;52.1;-10.0;7004;
59380;53.5;48.8;-4.6;50.2;52.1;-10.0;7004;
59400;53.3;48.8;-3.9;50.3;52.1;-10.0;6996;
59420;54.0;49.2;-4.5;50.0;51.9;-10.0;7006;
59440;54.1;48.9;-4.6;50.3;51.9;-10.0;6999;
59460;54.0;48.8;-4.5;50.3;51.9;-10.0;7003;
59480;54.0;48.9;-4.6;51.0;51.9;-10.0;7003;
59500;54.1;48.9;-4.6;50.2;51.9;-10.0;7000;
59660;53.9;47.9;-5.5;49.6;51.5;-10.0;7002;
59680;53.6;48.9;-4.8;50.0;51.9;-10.0;7002;
59700;53.6;48.8;-4.7;50.2;52.1;-10.0;6998;
59720;53.6;48.8;-5.3;50.9;51.7;-10.0;6998;
59740;53.4;48.4;-4.2;50.3;51.9;-10.0;7007;
59760;53.1;48.6;-4.5;50.1;52.2;-10.0;6994;
59780;53.1;48.0;-4.5;49.7;51.7;-10.0;7000;
59800;53.2;48.7;-4.6;50.2;52.1;-10.0;7004;
59820;52.7;49.0;-4.6;51.0;51.8;-10.0;6995;
59840;52.8;49.1;-4.5;50.3;52.2;-10.0;6999;
59860;53.2;48.4;-5.6;50.0;51.7;-10.0;6998;
59880;53.2;48.1;-4.5;50.3;51.9;-10.0;7001;
59900;54.1;48.5;-4.3;49.9;52.7;-10.0;7005;
59920;54.1;48.9;-4.6;50.0;51.8;-10.0;7009;
59940;53.9;49.0;-4.6;49.8;52.7;-10.0;6999;
59960;52.9;49.3;-4.4;50.0;51.8;-10.0;6999;
59980;54.1;48.1;-4.5;50.3;52.1;-10.0;6998;
60000;53.6;48.8;-5.3;50.1;51.7;-10.0;7001;
60020;53.0;49.3;-4.3;50.3;51.9;-10.0;7000;
60040;53.5;48.5;-4.7;49.9;51.9;-10.0;6999;
60060;54.1;48.9;-4.6;50.3;51.2;-10.0;7004;
60080;53.1;48.4;-4.5;50.3;52.2;-10.0;6997;
60100;53.5;48.8;-4.7;50.3;52.1;-10.0;6996;
60120;53.6;48.8;-4.7;50.2;52.1;-10.0;6998;
60140;52.9;49.2;-4.5;50.2;51.9;-10.0;6998;
60160;53.6;48.8;-4.7;50.2;52.0;-10.0;7009;
60180;53.3;48.5;-4.7;50.6;51.6;-10.0;6997;
60200;54.1;48.9;-4.6;50.3;52.3;-10.0;7003;
60220;53.3;48.6;-4.6;50.3;51.2;-10.0;6995;
60240;53.3;48.5;-4.4;51.1;52.0;-10.0;7001;
60260;53.7;48.8;-4.4;50.2;51.2;-10.0;7001;
60280;53.6;48.8;-4.7;49.3;51.9;-10.0;7002;
60300;53.2;48.5;-4.1;49.3;52.0;-10.0;6999;
60320;53.8;48.2;-4.7;50.2;52.3;-10.0;6999;
60340;53.0;48.9;-4.5;50.5;52.3;-10.0;6992;
60360;53.4;48.7;-4.6;50.3;52.2;-10.0;6996;
60380;54.0;49.3;-4.4;50.0;51.8;-10.0;7005;
60400;53.3;48.6;-5.5;50.0;51.9;-10.0;6999;
60420;53.4;48.8;-4.6;50.2;51.9;-10.0;6994;
60440;53.1;47.9;-4.6;50.0;52.6;-10.0;7003;
60460;53.9;48.7;-4.5;49.9;51.8;-10.0;7004;
60480;53.1;47.9;-5.5;50.5;52.1;-10.0;6997;
60500;54.1;49.1;-4.6;49.4;51.1;-10.0;7004;
60640;53.5;48.5;-4.6;50.0;51.9;-10.0;7001;
60660;53.1;49.4;-4.1;50.2;52.1;-10.0;6998;
60680;53.2;48.5;-4.2;50.0;51.9;-10.0;6998;
60700;53.9;48.1;-4.5;50.2;51.9;-10.0;7002;
60720;53.5;48.8;-5.3;50.0;52.6;-10.0;6999;
60740;53.2;48.7;-4.7;49.5;52.5;-10.0;6998;
60760;54.0;48.9;-4.6;50.0;51.8;-10.0;6998;
60780;53.8;48.3;-4.6;50.3;52.1;-10.0;7000;
60800;54.0;48.3;-5.2;50.2;52.1;-10.0;7001;
60820;53.7;48.9;-4.3;50.3;51.2;-10.0;6997;
60840;52.7;48.0;-4.5;50.1;52.7;-10.0;6993;
60860;53.5;48.7;-4.7;49.3;51.9;-10.0;6997;
60880;53.9;49.2;-4.3;50.5;52.4;-10.0;7000;
60900;53.1;47.9;-4.5;50.6;52.6;-10.0;6995;
60920;54.4;48.7;-4.6;50.3;51.2;-10.0;7006;
60940;53.8;49.0;-5.0;50.0;51.9;-10.0;6997;
60960;52.8;49.1;-4.5;50.3;52.2;-10.0;6992;
60980;53.4;48.3;-4.3;49.3;51.9;-10.0;7005;
61000;54.3;48.3;-4.3;49.3;52.0;-10.0;7009;
61020;53.4;48.7;-4.3;50.6;52.5;-10.0;7004;
61040;53.9;48.9;-4.6;49.8;51.8;-10.0;6999;
61060;54.2;48.6;-4.6;50.2;51.2;-10.0;6998;
61080;53.5;48.9;-4.8;50.3;52.1;-10.0;6993;
61100;53.6;47.8;-4.6;50.2;52.1;-10.0;6997;
61120;53.5;48.8;-5.3;50.3;51.9;-10.0;6996;
61140;52.8;48.0;-4.4;50.2;51.9;-10.0;6998;
61160;53.3;48.5;-4.7;50.9;51.8;-10.0;6997;
61180;53.1;47.9;-4.5;49.8;52.6;-10.0;7003;
61200;53.9;48.3;-4.6;49.7;52.6;-10.0;7005;
61220;53.7;48.9;-5.1;50.2;52.1;-10.0;6998;
61240;53.5;47.7;-5.3;50.2;51.2;-10.0;6998;
61260;54.0;49.2;-4.5;50.1;51.7;-10.0;7003;
61280;53.5;48.8;-4.7;50.2;51.9;-10.0;6998;
61300;53.9;48.8;-4.3;50.4;52.3;-10.0;6998;
61320;53.0;48.8;-4.5;50.5;51.3;-10.0;7003;
61340;54.4;48.7;-4.6;50.3;52.1;-10.0;7002;
61360;53.7;47.7;-4.6;50.3;52.1;-10.0;6999;
61380;54.3;48.4;-4.2;50.2;52.1;-10.0;7001;
61400;53.4;48.8;-4.6;50.2;51.9;-10.0;6992;
61420;53.0;49.3;-4.4;49.3;51.9;-10.0;6994;
61440;54.0;48.8;-4.6;50.8;51.8;-10.0;7003;
61460;54.0;48.9;-4.6;50.7;51.6;-10.0;7004;
61480;53.3;48.3;-5.4;50.2;51.9;-10.0;7002;
61500;53.3;48.3;-5.0;50.3;51.9;-10.0;6996;
61660;53.6;48.7;-4.7;50.2;52.1;-10.0;7000;
61680;54.0;49.2;-4.5;50.1;51.7;-10.0;7005;
61700;53.2;48.1;-4.5;50.2;51.9;-10.0;7000;
61720;53.0;48.2;-4.4;49.9;52.0;-10.0;6997;
61740;53.1;48.0;-4.6;50.2;52.1;-10.0;7004;
61760;54.1;48.6;-4.5;50.2;52.1;-10.0;7006;
61780;53.3;48.6;-4.9;50.3;52.2;-10.0;7004;
61800;53.3;48.6;-5.5;50.0;51.8;-10.0;7003;
61820;52.7;48.0;-4.5;50.9;51.7;-10.0;6998;
61840;53.2;48.5;-4.1;50.0;51.7;-10.0;6998;
61860;54.0;48.8;-4.5;50.2;52.3;-10.0;7000;
61880;54.0;48.9;-4.6;50.0;51.0;-10.0;7000;
61900;54.2;49.2;-4.6;50.3;52.2;-10.0;7007;
61920;53.5;48.4;-4.5;50.1;52.0;-10.0;7002;
61940;53.8;48.0;-5.6;50.2;52.1;-10.0;7000;
61960;53.4;48.8;-4.7;50.1;51.7;-10.0;6993;
61980;53.4;48.4;-4.2;50.0;51.7;-10.0;7008;
62000;54.0;48.8;-4.5;50.9;52.0;-10.0;7003;
62020;53.1;47.9;-4.5;50.0;51.8;-10.0;7001;
62040;53.7;49.1;-4.6;50.3;51.2;-10.0;7000;
62060;54.0;48.1;-4.5;50.3;52.1;-10.0;6999;
62080;53.5;47.7;-5.3;50.2;51.2;-10.0;6998;
62100;53.2;48.1;-4.5;50.0;51.7;-10.0;7002;
62120;53.7;48.9;-4.3;50.2;51.9;-10.0;7006;
62140;53.1;47.9;-5.4;49.8;51.7;-10.0;6998;
62160;54.0;48.9;-4.6;50.2;51.2;-10.0;7001;
62180;53.0;49.3;-4.6;50.2;52.1;-10.0;7003;
62200;53.9;48.3;-5.3;50.3;52.2;-10.0;7001;
62220;53.4;48.8;-4.7;50.2;52.1;-10.0;6996;
62240;53.3;48.6;-5.5;50.1;51.7;-10.0;7001;
62260;53.3;48.5;-5.5;50.2;51.9;-10.0;6997;
62280;53.1;47.9;-4.6;50.3;52.1;-10.0;7004;
62300;53.1;47.9;-4.5;50.1;52.1;-10.0;6997;
62320;53.1;48.5;-4.5;50.3;52.2;-10.0;7002;
62340;53.5;48.8;-5.3;50.0;51.8;-10.0;7002;
62360;53.2;48.1;-4.5;50.1;52.0;-10.0;7000;
62380;53.6;48.8;-4.7;50.0;51.7;-10.0;7004;
62400;53.4;48.8;-4.7;50.2;51.9;-10.0;6996;
62420;53.2;48.8;-4.6;50.0;51.9;-10.0;7003;
62440;54.0;48.8;-4.6;50.7;52.3;-10.0;7000;
62460;54.5;48.9;-4.6;50.0;51.9;-10.0;7004;
62480;53.4;48.3;-4.7;50.0;52.7;-10.0;6996;
62500;53.5;48.4;-5.0;49.3;52.0;-10.0;6998;
62720;53.1;48.0;-4.6;49.4;51.4;-10.0;7004;
62740;53.8;48.9;-4.5;50.2;51.2;-10.0;7007;
62760;53.2;48.7;-5.0;50.2;52.1;-10.0;6998;
62780;53.6;48.0;-4.5;50.3;52.1;-10.0;6995;
62800;52.8;48.0;-4.4;50.0;51.7;-10.0;6993;
62820;53.3;48.6;-5.5;50.2;51.9;-10.0;6995;
62840;53.1;47.9;-4.5;49.9;51.8;-10.0;7000;
62860;53.1;48.9;-4.5;50.0;51.9;-10.0;6998;
62880;52.9;48.2;-4.5;50.0;51.9;-10.0;6997;
62900;53.7;49.0;-5.1;50.0;51.8;-10.0;6995;
62920;53.3;48.6;-5.5;50.0;51.8;-10.0;7003;
62940;53.3;48.6;-5.5;50.0;51.7;-10.0;7002;
62960;53.4;48.8;-4.6;50.2;51.0;-10.0;6992;
62980;54.0;48.9;-4.6;50.5;52.4;-10.0;7006;
63000;53.0;47.9;-4.5;50.1;51.1;-10.0;7005;
63020;53.4;48.6;-5.4;50.2;52.1;-10.0;6995;
63040;54.2;48.5;-5.0;50.2;52.1;-10.0;7006;
63060;53.5;48.7;-4.7;50.3;52.2;-10.0;7006;
63080;53.6;48.0;-4.5;50.3;51.9;-10.0;6995;
63100;53.6;48.8;-5.3;50.1;51.7;-10.0;7004;
63120;54.0;48.9;-4.6;49.6;52.7;-10.0;7001;
63140;54.0;48.9;-4.6;50.0;51.9;-10.0;7007;
63160;53.8;48.3;-4.6;49.7;52.5;-10.0;7001;
63180;53.2;48.1;-4.8;50.1;52.0;-10.0;7001;
63200;53.4;48.4;-4.2;50.0;51.9;-10.0;7002;
63220;53.5;48.7;-4.7;50.2;51.9;-10.0;7002;
63240;53.5;48.7;-4.7;50.2;51.9;-10.0;7007;
63260;53.0;48.8;-4.5;50.2;52.2;-10.0;6994;
63280;53.1;48.0;-4.6;50.1;51.1;-10.0;6995;
63300;53.3;48.6;-4.6;50.3;52.2;-10.0;7002;
63320;54.3;48.7;-4.9;50.2;52.1;-10.0;7008;
63340;53.7;48.8;-4.4;50.2;51.2;-10.0;7002;
63360;53.2;48.4;-5.6;50.2;51.9;-10.0;6999;
63380;53.2;48.5;-4.1;50.2;51.9;-10.0;6994;
63400;54.0;48.8;-4.6;49.9;51.8;-10.0;7003;
63420;54.0;48.8;-4.5;50.1;52.1;-10.0;7002;
63440;53.6;48.7;-4.5;50.1;51.7;-10.0;7000;
63460;54.4;48.6;-3.9;50.2;51.9;-10.0;7001;
63480;53.2;48.0;-4.3;50.1;51.9;-10.0;6994;
63500;53.1;48.9;-4.6;50.0;51.7;-10.0;6996;
63640;53.8;48.3;-4.9;50.1;51.7;-10.0;7001;
63660;53.7;48.8;-4.4;50.1;51.7;-10.0;7003;
63680;54.0;48.8;-4.5;49.7;52.5;-10.0;7007;
63700;53.1;48.9;-4.5;49.8;52.7;-10.0;6998;
63720;53.5;48.5;-5.5;50.0;51.0;-10.0;7005;
63740;53.9;49.1;-4.6;50.2;51.2;-10.0;6999;
63760;53.7;48.9;-4.3;50.3;51.2;-10.0;7007;
63780;54.0;49.2;-4.5;50.0;51.7;-10.0;7003;
63800;53.7;48.9;-4.3;50.1;51.7;-10.0;7005;
63820;54.0;48.8;-4.5;50.4;52.3;-10.0;7007;
63840;54.0;48.9;-4.6;50.3;52.2;-10.0;7000;
63860;54.0;48.2;-4.5;50.3;51.2;-10.0;7004;
63880;53.5;48.4;-4.5;50.1;51.1;-10.0;6995;
63900;53.6;48.8;-4.7;50.2;52.1;-10.0;7003;
63920;53.7;48.9;-4.3;50.2;51.9;-10.0;6998;
63940;53.4;48.8;-4.7;50.0;52.6;-10.0;6991;
63960;54.0;48.8;-4.5;50.3;52.4;-10.0;6997;
63980;54.0;48.8;-4.5;49.7;52.5;-10.0;7006;
64000;53.8;49.2;-4.6;50.3;52.2;-10.0;7005;
64020;53.9;48.2;-5.5;50.3;52.1;-10.0;7001;
64040;53.4;48.4;-4.2;50.0;51.9;-10.0;7002;
64060;54.2;48.4;-4.2;50.0;51.7;-10.0;7006;
64080;53.9;49.3;-4.4;50.2;51.9;-10.0;6998;
64100;54.0;48.9;-4.6;51.0;51.9;-10.0;7005;
64120;53.9;48.9;-4.6;50.4;52.3;-10.0;6998;
64140;53.6;48.6;-4.5;50.0;51.9;-10.0;7001;
64160;52.9;48.4;-5.3;50.2;52.1;-10.0;6995;
64180;53.3;48.6;-5.5;50.0;51.9;-10.0;7003;
64200;54.1;48.1;-4.5;50.2;51.9;-10.0;7001;
64220;53.6;48.8;-4.7;50.1;51.7;-10.0;7004;
64240;54.0;48.9;-4.6;50.5;52.4;-10.0;7005;
64260;54.0;48.0;-4.5;50.0;51.0;-10.0;7000;
64280;53.6;48.8;-4.6;50.0;51.9;-10.0;7002;
64300;53.4;48.6;-5.4;50.0;51.9;-10.0;7000;
64320;53.6;48.8;-4.7;50.2;51.2;-10.0;7000;
64340;54.1;48.1;-4.5;50.3;51.9;-10.0;6999;
64360;53.6;48.8;-4.7;50.0;51.7;-10.0;6997;
64380;54.1;48.9;-4.6;50.7;51.6;-10.0;7002;
64400;54.0;48.8;-4.5;50.2;52.1;-10.0;7005;
64420;53.6;48.6;-4.5;50.3;52.2;-10.0;6996;
64440;53.3;48.1;-4.5;50.1;51.9;-10.0;6995;
64460;52.8;48.4;-3.8;50.0;51.6;-10.0;6996;
64480;53.1;47.9;-4.5;50.0;51.7;-10.0;7001;
64500;53.1;48.0;-4.6;50.2;51.9;-10.0;7003;
64660;54.0;48.8;-4.6;50.7;51.6;-10.0;7007;
64680;53.0;48.9;-4.5;49.3;52.4;-10.0;6993;
64700;53.6;48.5;-5.4;50.1;51.1;-10.0;7000;
64720;52.8;48.1;-4.4;50.3;52.1;-10.0;6997;
64740;52.9;49.2;-4.5;50.2;52.1;-10.0;6999;
64760;53.7;48.8;-4.4;49.3;51.9;-10.0;7000;
64780;53.3;48.5;-5.5;50.0;51.7;-10.0;7003;
64800;54.0;48.8;-4.5;49.7;52.6;-10.0;7003;
64820;54.0;48.8;-4.5;50.4;52.3;-10.0;7001;
64840;53.2;48.7;-4.6;50.1;52.0;-10.0;7000;
64860;53.5;48.8;-4.7;50.2;52.1;-10.0;7007;
64880;53.6;48.8;-4.7;50.2;52.1;-10.0;7000;
64900;53.2;48.1;-4.5;50.2;51.9;-10.0;7001;
64920;53.2;48.5;-4.1;50.2;51.9;-10.0;7000;
64940;53.1;48.0;-5.5;50.5;51.5;-10.0;7000;
64960;54.0;48.8;-4.5;50.0;51.9;-10.0;7006;
64980;53.2;48.4;-4.5;50.0;51.9;-10.0;6994;
65000;53.7;47.9;-4.5;50.2;52.1;-10.0;7000;
65020;53.7;48.9;-4.3;50.3;52.2;-10.0;7003;
65040;53.5;48.7;-4.7;50.1;52.7;-10.0;7000;
65060;53.6;48.8;-4.7;50.3;51.9;-10.0;7001;
65080;54.0;48.9;-4.6;49.8;51.7;-10.0;6998;
65100;53.0;48.9;-4.5;51.1;52.1;-10.0;6996;
65120;53.6;48.9;-4.6;50.2;52.1;-10.0;7005;
65140;54.0;49.2;-4.5;50.0;51.9;-10.0;7006;
65160;53.7;48.9;-4.3;50.3;52.2;-10.0;7001;
65180;53.2;48.4;-5.6;50.2;51.0;-10.0;7000;
65200;54.0;49.2;-4.5;50.3;51.9;-10.0;7003;
65220;53.1;48.9;-4.6;50.1;52.0;-10.0;7001;
65240;54.0;48.8;-4.5;50.2;52.1;-10.0;7003;
65260;53.7;48.2;-4.5;49.7;52.6;-10.0;7004;
65280;53.8;48.2;-5.4;50.3;52.2;-10.0;6995;
65300;54.3;48.4;-4.2;50.2;52.1;-10.0;6999;
65320;53.6;48.8;-5.3;50.2;51.9;-10.0;7005;
65340;53.3;48.6;-5.5;50.9;51.7;-10.0;6995;
65360;54.0;48.9;-4.6;50.3;52.2;-10.0;7006;
65380;54.0;48.8;-4.5;50.0;51.9;-10.0;7001;
65400;53.6;48.8;-4.5;50.2;52.1;-10.0;7010;
65420;53.1;48.2;-4.4;50.0;51.9;-10.0;7000;
65440;54.0;48.8;-4.6;50.0;51.7;-10.0;7001;
65460;54.0;48.9;-4.6;50.0;51.7;-10.0;7006;
65480;54.0;48.8;-4.6;50.2;51.9;-10.0;7005;
65500;53.1;48.0;-4.5;50.3;51.3;-10.0;6996;
65640;53.1;49.1;-3.9;49.9;52.8;-10.0;6998;
65660;54.1;49.0;-4.8;50.3;52.1;-10.0;7002;
65680;53.8;49.0;-4.7;49.3;52.4;-10.0;7004;
65700;52.9;48.8;-4.4;50.8;51.7;-10.0;7001;
65720;53.3;48.7;-5.4;50.4;52.2;-10.0;7002;
65740;53.3;48.5;-4.3;49.6;52.2;-10.0;7001;
65760;53.3;47.6;-4.0;50.6;52.2;-10.0;6995;
65780;54.1;49.0;-4.8;50.7;51.6;-10.0;6998;
65800;54.1;48.1;-4.8;49.8;51.6;-10.0;6999;
65820;54.0;48.4;-4.2;50.2;52.1;-10.0;7000;
65840;53.5;48.5;-4.5;50.0;51.9;-10.0;6996;
65860;52.7;47.9;-4.5;51.1;52.1;-10.0;6995;
65880;53.6;48.8;-4.7;50.1;51.7;-10.0;7007;
65900;54.0;49.2;-4.5;49.3;51.9;-10.0;6999;
65920;53.2;48.0;-4.6;50.0;51.9;-10.0;7003;
65940;54.1;48.9;-4.6;49.7;52.5;-10.0;7004;
65960;53.9;49.1;-4.4;50.3;52.2;-10.0;7000;
65980;52.9;48.2;-4.4;50.0;51.9;-10.0;6997;
66000;53.5;48.7;-4.7;50.3;52.2;-10.0;6996;
66020;53.5;48.7;-4.7;50.1;51.7;-10.0;7003;
66040;53.4;48.8;-4.6;50.0;51.7;-10.0;6997;
66060;54.0;48.9;-4.6;49.3;52.2;-10.0;7006;
66080;54.0;48.8;-4.5;50.2;51.2;-10.0;7007;
66100;54.4;48.7;-4.1;50.1;52.0;-10.0;7003;
66120;53.6;48.8;-5.3;50.0;51.9;-10.0;7000;
66140;53.6;48.8;-5.3;50.0;51.9;-10.0;7002;
66160;53.5;48.8;-5.3;50.3;51.9;-10.0;7000;
66180;53.5;48.7;-4.7;50.0;51.7;-10.0;6994;
66200;54.0;48.8;-4.6;50.2;52.2;-10.0;7007;
66220;53.1;48.8;-4.5;50.0;50.8;-10.0;6999;
66240;53.8;48.3;-5.1;50.2;52.1;-10.0;6996;
66260;53.1;48.4;-4.6;50.0;51.8;-10.0;6999;
66280;53.5;48.7;-4.7;50.3;52.2;-10.0;7000;
66300;53.5;48.7;-4.7;50.3;51.9;-10.0;7000;
66320;53.6;48.8;-4.7;50.0;51.7;-10.0;7001;
66340;54.0;48.8;-4.5;49.4;52.4;-10.0;7006;
66360;53.1;48.9;-4.6;49.3;51.1;-10.0;6995;
66380;53.3;48.6;-5.2;50.0;51.9;-10.0;7009;
66400;53.5;48.7;-4.5;50.3;52.2;-10.0;7000;
66420;53.3;48.6;-5.5;50.0;51.8;-10.0;6998;
66440;54.1;48.9;-4.6;50.1;51.7;-10.0;7002;
66460;53.1;47.9;-4.5;50.2;51.9;-10.0;6996;
66480;53.0;47.9;-4.5;50.2;52.1;-10.0;7001;
66500;54.0;48.9;-4.6;50.5;51.3;-10.0;6999;
66660;53.6;48.6;-4.5;50.3;52.3;-10.0;7006;
66680;53.8;49.0;-4.7;50.2;52.1;-10.0;6999;
66700;53.4;48.8;-4.7;50.2;52.1;-10.0;6998;
66720;53.0;49.3;-4.4;50.0;52.6;-10.0;6991;
66740;53.7;48.9;-4.3;50.0;51.7;-10.0;7004;
66760;53.1;47.9;-4.5;50.2;52.1;-10.0;7000;
66780;54.0;48.8;-4.6;50.2;51.2;-10.0;7005;
66800;53.4;48.7;-4.8;50.0;51.9;-10.0;6999;
66820;53.6;48.8;-4.7;50.2;52.1;-10.0;7007;
66840;53.4;48.4;-4.2;50.0;51.9;-10.0;6999;
66860;53.4;48.4;-4.2;50.0;51.7;-10.0;7004;
66880;53.4;48.8;-4.6;50.0;51.6;-10.0;6995;
66900;54.0;48.8;-4.5;50.2;52.3;-10.0;7004;
66920;53.0;48.9;-4.5;50.2;51.1;-10.0;6997;
66940;53.2;49.2;-3.8;50.0;51.0;-10.0;6997;
66960;53.8;48.0;-5.5;50.2;52.1;-10.0;7001;
66980;52.8;49.1;-4.5;50.3;52.2;-10.0;7000;
67000;53.2;48.4;-5.6;50.2;51.9;-10.0;6995;
67020;53.9;47.9;-5.5;50.3;51.9;-10.0;7003;
67040;54.0;48.8;-4.6;49.5;52.4;-10.0;7009;
67060;53.1;48.0;-5.5;50.1;52.0;-10.0;7000;
67080;53.7;48.0;-4.6;50.2;51.2;-10.0;6998;
67100;54.1;48.3;-4.6;50.0;51.9;-10.0;7006;
67120;53.7;48.9;-4.3;50.3;51.2;-10.0;6999;
67140;53.5;48.7;-4.7;49.3;52.0;-10.0;7000;
67160;53.2;48.5;-4.1;50.1;51.7;-10.0;6997;
67180;53.1;48.0;-4.6;50.0;51.9;-10.0;6996;
67200;54.0;48.8;-4.5;50.1;52.0;-10.0;7007;
67220;54.0;49.2;-4.8;50.2;51.2;-10.0;7005;
67240;54.0;49.2;-4.5;50.0;51.9;-10.0;7006;
67260;53.6;48.0;-4.5;50.3;52.1;-10.0;6999;
67280;53.5;48.7;-4.7;49.3;51.9;-10.0;7006;
67300;53.7;48.9;-4.3;50.1;51.7;-10.0;7006;
67320;53.0;48.8;-4.5;50.0;51.9;-10.0;6999;
67340;53.9;48.9;-4.6;50.2;51.1;-10.0;7002;
67360;53.5;49.4;-4.5;50.2;52.1;-10.0;6996;
67380;54.1;48.3;-4.6;50.0;51.9;-10.0;6998;
67400;52.9;49.2;-4.5;50.2;52.1;-10.0;7001;
67420;53.3;48.6;-5.5;49.3;52.0;-10.0;6998;
67440;53.2;48.0;-4.5;50.2;51.9;-10.0;7003;
67460;53.1;48.9;-4.5;49.6;51.3;-10.0;7000;
67480;54.0;48.8;-4.5;49.7;51.4;-10.0;7005;
67500;52.9;47.9;-4.2;50.2;51.9;-10.0;6999;
67720;53.3;48.3;-4.8;50.2;51.9;-10.0;6995;
67740;53.1;47.9;-4.5;50.6;51.5;-10.0;6997;
67760;54.1;48.9;-4.6;50.1;52.0;-10.0;6998;
67780;53.2;48.4;-4.2;50.0;51.9;-10.0;7001;
67800;53.1;48.2;-4.4;50.0;51.9;-10.0;7005;
67820;53.3;48.6;-5.5;50.0;51.8;-10.0;6993;
67840;53.7;47.9;-4.5;50.0;51.7;-10.0;7003;
67860;53.5;48.8;-5.3;50.2;51.9;-10.0;7004;
67880;54.1;48.9;-4.6;50.9;51.8;-10.0;7005;
67900;54.0;48.9;-4.6;50.0;51.0;-10.0;6999;
67920;54.0;48.5;-4.2;50.2;52.1;-10.0;7006;
67940;53.2;48.5;-4.5;50.3;51.2;-10.0;6996;
67960;52.8;49.1;-4.5;50.3;52.2;-10.0;7001;
67980;53.3;48.6;-5.5;50.1;51.7;-10.0;7002;
68000;53.5;48.7;-4.7;50.3;51.9;-10.0;6995;
68020;54.0;48.9;-4.6;50.4;52.3;-10.0;6998;
68040;54.0;48.8;-4.5;50.0;51.9;-10.0;7008;
68060;54.3;48.6;-4.1;50.3;51.2;-10.0;7006;
68080;54.0;49.2;-4.5;50.0;51.9;-10.0;7008;
68100;53.7;47.9;-4.5;50.2;52.1;-10.0;7000;
68120;53.5;48.7;-4.7;50.1;51.7;-10.0;7003;
68140;53.9;49.3;-4.4;50.2;51.9;-10.0;7007;
68160;54.0;48.8;-4.5;50.7;51.6;-10.0;7002;
68180;54.0;48.8;-4.6;50.0;51.8;-10.0;7004;
68200;53.6;48.9;-4.1;50.2;52.1;-10.0;7007;
68220;53.7;48.0;-4.4;50.3;52.1;-10.0;7000;
68240;53.5;48.8;-5.3;50.0;51.8;-10.0;7003;
68260;53.2;48.4;-5.6;50.1;51.7;-10.0;6997;
